Loan_ID,Customer_ID,Application_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Income,Employment_Type,Credit_Score,Age,Gender,Marital_Status,Region,Branch,Loan_Status,Default_Status,EMI,Total_Interest
L01008,C2008,2025-12-31,Business,2738923,12.8,180,4605353,Salaried,762,59,Female,Single,South,Chennai,Approved,No,17163.92,5258732.16
L01009,C2009,2025-04-26,Business,1061944,10.6,180,3142357,Salaried,806,37,Male,Married,South,Chennai,Approved,No,6525.06,1688490.96
L01010,C2010,2025-05-18,Home,2895089,8.2,240,3368924,Self-Employed,817,42,Female,Single,South,Chennai,Approved,No,13052.03,4747945.96
L01011,C2011,2025-02-02,Auto,688726,9.3,84,1972422,Self-Employed,692,34,Female,Married,East,Patna,Pending,No,8961.64,448360.63
L01012,C2012,2025-04-05,Auto,1031634,10.3,84,2695372,Self-Employed,694,59,Male,Single,North,Delhi,Pending,No,13546.34,743808.11
L01013,C2013,2025-07-17,Education,451164,7.7,96,3630905,Salaried,677,39,Male,Single,East,Patna,Approved,No,5061.5,277917.02
L01014,C2014,2025-08-23,Personal,423953,13.6,60,3785098,Salaried,809,27,Male,Married,South,Chennai,Approved,No,8026.84,288288.04
L01015,C2015,2025-04-18,Business,1095963,11.3,180,3288591,Self-Employed,835,38,Male,Single,North,Jaipur,Approved,No,6776.7,1857657.29
L01016,C2016,2025-08-16,Auto,503419,9.2,84,4477990,Self-Employed,612,49,Male,Single,West,Pune,Rejected,No,6544.45,324201.84
L01017,C2017,2025-03-20,Auto,303570,8.6,84,3711962,Self-Employed,648,55,Male,Married,West,Ahmedabad,Rejected,No,3924.73,182749.14
L01018,C2018,2025-08-06,Business,1137463,10.6,180,682774,Salaried,609,59,Female,Married,East,Bhubaneswar,Rejected,No,6989.08,1808566.17
L01019,C2019,2025-07-20,Education,236786,8.4,96,4738300,Salaried,806,22,Male,Single,North,Delhi,Approved,No,2673.71,159120.19
L01020,C2020,2025-11-12,Personal,346028,11.9,60,3433387,Salaried,847,54,Male,Married,South,Bengaluru,Approved,No,6453.42,205886.66
L01021,C2021,2025-01-26,Education,437646,7.9,96,2162770,Business Owner,800,50,Male,Married,East,Bhubaneswar,Approved,No,4918.96,276592.27
L01022,C2022,2025-10-11,Education,409613,7.8,96,1313286,Salaried,795,56,Male,Married,West,Ahmedabad,Approved,No,4599.61,255598.51
L01023,C2023,2025-04-21,Education,701718,7.4,96,2498976,Business Owner,736,30,Male,Married,West,Ahmedabad,Approved,No,7850.47,415417.06
L01024,C2024,2025-07-27,Home,1445791,8.9,240,2749783,Salaried,664,45,Male,Single,North,Lucknow,Pending,No,6560.28,2573507.98
L01025,C2025,2025-12-09,Home,2808184,8.6,240,3568296,Self-Employed,662,35,Female,Married,South,Bengaluru,Approved,Yes,12707.03,4830076.48
L01026,C2026,2025-07-07,Home,2416345,9.1,240,901774,Self-Employed,656,25,Female,Single,East,Kolkata,Rejected,No,10984.3,4397747.9
L01027,C2027,2025-06-18,Auto,482745,9.0,84,2971104,Self-Employed,664,38,Male,Married,West,Mumbai,Pending,No,6264.19,304129.35
L01028,C2028,2025-12-08,Personal,163122,12.7,60,2993083,Salaried,715,25,Female,Married,West,Ahmedabad,Approved,No,3063.97,103582.47
L01029,C2029,2025-09-25,Home,1107407,9.3,240,1555532,Self-Employed,678,34,Male,Married,South,Hyderabad,Approved,No,5043.32,2059777.02
L01030,C2030,2025-11-29,Education,608319,8.1,96,2240488,Business Owner,620,47,Female,Married,West,Pune,Rejected,No,6849.93,394190.71
L01031,C2031,2025-06-21,Business,3027562,10.1,180,2890128,Salaried,651,35,Male,Married,South,Hyderabad,Rejected,No,18518.59,4586756.43
L01032,C2032,2025-12-31,Home,898645,8.0,240,880936,Salaried,690,21,Male,Single,North,Delhi,Approved,No,4043.9,1437832.0
L01033,C2033,2025-07-17,Auto,720388,10.3,84,2893647,Self-Employed,739,48,Male,Single,West,Pune,Approved,No,9459.38,519399.75
L01034,C2034,2025-08-14,Home,2280603,7.9,240,3711697,Salaried,662,28,Female,Married,East,Kolkata,Approved,No,10253.21,3603352.74
L01035,C2035,2025-08-07,Auto,788585,9.6,84,2027119,Self-Employed,612,36,Male,Single,West,Mumbai,Rejected,No,10289.16,529929.12
L01036,C2036,2025-05-30,Business,3065756,11.3,180,4994190,Business Owner,815,35,Female,Single,East,Patna,Approved,No,18956.59,5196456.42
L01037,C2037,2025-01-09,Business,3658233,11.4,180,1317641,Business Owner,701,56,Male,Married,North,Jaipur,Pending,No,22640.4,6255578.43
L01038,C2038,2025-05-19,Business,1038144,12.0,180,3053040,Salaried,728,36,Male,Married,South,Chennai,Approved,No,6459.56,1868659.2
L01039,C2039,2025-07-31,Education,245457,7.4,96,1382875,Self-Employed,615,42,Female,Married,North,Lucknow,Rejected,No,2746.05,145310.54
L01040,C2040,2025-01-15,Personal,419172,11.2,60,385233,Salaried,610,43,Male,Married,South,Chennai,Rejected,No,7768.65,234736.32
L01041,C2041,2025-08-09,Education,610628,7.9,96,3096077,Salaried,819,57,Male,Married,North,Delhi,Approved,No,6863.2,385916.9
L01042,C2042,2025-04-04,Auto,1029560,8.9,84,4935129,Salaried,676,47,Male,Married,East,Patna,Approved,No,13347.51,641415.88
L01043,C2043,2025-10-04,Personal,318011,13.3,60,2900698,Salaried,717,23,Female,Married,North,Delhi,Pending,No,6005.11,211477.31
L01044,C2044,2025-06-13,Business,3212176,10.2,180,720462,Salaried,639,30,Male,Single,East,Bhubaneswar,Rejected,No,19665.66,4914629.28
L01045,C2045,2025-04-13,Personal,289974,11.6,60,4989941,Salaried,756,54,Male,Married,North,Delhi,Approved,No,5393.52,168184.92
L01046,C2046,2025-12-21,Home,2483059,9.3,240,1427781,Salaried,684,48,Female,Single,North,Delhi,Approved,No,11308.26,4618489.74
L01047,C2047,2025-02-10,Education,564247,8.3,96,1491135,Salaried,798,35,Female,Single,North,Jaipur,Approved,No,6365.41,374660.01
L01048,C2048,2025-03-25,Home,1352851,8.4,240,2118522,Salaried,669,29,Female,Married,South,Chennai,Approved,Yes,6110.38,2272789.68
L01049,C2049,2025-07-31,Education,685039,8.0,96,3769420,Salaried,834,60,Male,Single,East,Kolkata,Approved,No,7706.69,438424.96
L01050,C2050,2025-10-27,Auto,1126927,8.6,84,4843471,Business Owner,658,42,Female,Single,North,Jaipur,Rejected,No,14569.56,678410.05
L01051,C2051,2025-02-14,Auto,809049,8.7,84,4554141,Salaried,785,28,Female,Married,East,Patna,Approved,No,10469.48,492710.84
L01052,C2052,2025-06-30,Auto,377525,9.9,84,4937213,Salaried,706,58,Female,Single,South,Hyderabad,Approved,No,4939.29,261624.82
L01053,C2053,2025-01-11,Auto,484028,9.0,84,1217646,Self-Employed,726,39,Male,Married,South,Hyderabad,Approved,No,6280.84,304937.64
L01054,C2054,2025-04-11,Personal,501080,13.8,60,3461533,Salaried,773,39,Female,Single,North,Jaipur,Approved,No,9503.82,345745.2
L01055,C2055,2025-07-13,Auto,833279,8.8,84,4512787,Business Owner,815,43,Male,Single,West,Mumbai,Approved,No,10792.95,513299.86
L01056,C2056,2025-08-31,Education,419365,7.5,96,4467755,Self-Employed,665,31,Male,Single,South,Hyderabad,Pending,No,4696.01,251619.0
L01057,C2057,2025-03-19,Education,287781,8.1,96,975730,Business Owner,826,39,Male,Married,South,Chennai,Approved,No,3240.53,186482.09
L01058,C2058,2025-11-15,Personal,343889,12.6,60,652669,Business Owner,638,39,Male,Married,East,Bhubaneswar,Rejected,No,6453.65,216650.07
L01059,C2059,2025-01-21,Home,1887201,8.2,240,3112066,Salaried,769,38,Male,Married,West,Pune,Approved,No,8508.13,3095009.64
L01060,C2060,2025-10-03,Home,1436863,8.2,240,1782939,Salaried,817,48,Female,Single,North,Lucknow,Approved,No,6477.86,2356455.32
L01061,C2061,2025-12-11,Home,1260263,8.6,240,1172257,Salaried,795,23,Female,Married,West,Pune,Approved,No,5702.69,2167652.36
L01062,C2062,2025-03-08,Business,2684313,12.6,180,4330235,Salaried,662,39,Male,Married,West,Pune,Pending,No,16791.87,5073351.57
L01063,C2063,2025-02-27,Education,217938,7.5,96,1514926,Self-Employed,645,52,Male,Married,South,Hyderabad,Rejected,No,2440.45,130762.8
L01064,C2064,2025-01-30,Education,491173,7.2,96,1587015,Salaried,811,48,Female,Single,West,Ahmedabad,Approved,No,5484.77,282915.65
L01065,C2065,2025-01-24,Personal,665435,12.3,60,317875,Self-Employed,615,32,Female,Married,North,Lucknow,Rejected,No,12454.73,409242.53
L01066,C2066,2025-08-23,Home,1478801,9.0,240,3280288,Self-Employed,741,36,Male,Married,South,Hyderabad,Approved,No,6716.22,2661841.8
L01067,C2067,2025-10-05,Business,1399636,10.2,180,3532671,Self-Employed,772,32,Female,Single,South,Hyderabad,Approved,No,8568.88,2141443.08
L01068,C2068,2025-09-18,Education,399095,7.5,96,4931769,Business Owner,678,35,Female,Married,North,Delhi,Approved,No,4469.03,239457.0
L01069,C2069,2025-11-19,Business,1864687,11.4,180,831004,Business Owner,735,44,Male,Married,West,Ahmedabad,Approved,No,11540.34,3188614.77
L01070,C2070,2025-10-31,Auto,433625,10.3,84,2375025,Self-Employed,797,58,Male,Single,North,Lucknow,Approved,No,5693.91,312643.62
L01071,C2071,2025-11-10,Education,357994,8.1,96,1794808,Self-Employed,788,57,Male,Married,East,Patna,Approved,No,4031.16,231980.11
L01072,C2072,2025-08-16,Personal,460110,11.0,60,2884093,Business Owner,757,40,Male,Married,East,Bhubaneswar,Approved,No,8512.03,253060.5
L01073,C2073,2025-11-01,Education,519304,7.0,96,1497216,Self-Employed,795,40,Female,Single,West,Pune,Approved,No,5788.08,290810.24
L01074,C2074,2025-04-16,Business,815696,10.3,180,2684265,Self-Employed,703,58,Male,Single,East,Patna,Pending,No,4998.4,1260250.32
L01075,C2075,2025-03-13,Business,1825555,12.6,180,534498,Self-Employed,667,23,Female,Single,East,Patna,Approved,Yes,11419.86,3450298.95
L01076,C2076,2025-04-08,Business,1634809,12.3,180,813437,Business Owner,604,23,Female,Single,East,Patna,Rejected,No,10199.39,3016222.61
L01077,C2077,2025-01-07,Business,1598536,13.0,180,4922670,Salaried,660,21,Male,Married,East,Patna,Pending,No,10035.25,3117145.2
L01078,C2078,2025-10-05,Education,218127,8.1,96,3683100,Business Owner,626,39,Female,Single,East,Patna,Rejected,No,2456.2,141346.3
L01079,C2079,2025-12-19,Education,369864,8.3,96,463625,Salaried,767,24,Male,Single,North,Lucknow,Pending,No,4172.53,245589.7
L01080,C2080,2025-06-04,Auto,807456,10.4,84,1403325,Salaried,753,45,Male,Married,East,Bhubaneswar,Approved,No,10612.28,587827.97
L01081,C2081,2025-11-22,Auto,630748,8.7,84,3959009,Business Owner,823,39,Female,Married,North,Jaipur,Approved,No,8162.18,384125.53
L01082,C2082,2025-04-29,Auto,867472,9.4,84,4329889,Business Owner,830,35,Female,Married,East,Bhubaneswar,Approved,No,11297.79,570796.58
L01083,C2083,2025-08-30,Personal,159094,11.4,60,2711471,Salaried,685,30,Female,Single,West,Mumbai,Approved,No,2953.85,90683.58
L01084,C2084,2025-03-29,Auto,663336,9.1,84,4796895,Business Owner,764,43,Male,Single,South,Bengaluru,Approved,No,8615.47,422545.03
L01085,C2085,2025-11-03,Home,2852078,7.6,240,4514076,Salaried,683,37,Female,Single,North,Jaipur,Pending,No,12786.82,4335158.56
L01086,C2086,2025-08-25,Education,573945,8.7,96,2232073,Salaried,795,43,Female,Single,East,Bhubaneswar,Approved,No,6498.73,399465.72
L01087,C2087,2025-02-05,Auto,812051,9.6,84,2004351,Business Owner,609,33,Male,Married,South,Bengaluru,Rejected,No,10595.33,545698.27
L01088,C2088,2025-08-11,Business,3906131,11.4,180,4279843,Salaried,729,41,Male,Single,West,Mumbai,Approved,No,24174.61,6679484.01
L01089,C2089,2025-07-02,Education,423039,8.0,96,2864645,Self-Employed,704,51,Male,Single,South,Chennai,Approved,No,4759.19,270744.96
L01090,C2090,2025-07-22,Education,597305,9.0,96,1035029,Salaried,788,58,Female,Single,East,Bhubaneswar,Approved,No,6781.9,430059.6
L01091,C2091,2025-04-30,Auto,338725,9.5,84,741729,Business Owner,756,42,Male,Married,West,Pune,Approved,No,4415.52,225252.12
L01092,C2092,2025-12-10,Business,1718484,12.2,180,3735963,Business Owner,769,50,Female,Single,North,Lucknow,Approved,No,10711.88,3144825.72
L01093,C2093,2025-10-03,Auto,845153,8.6,84,4412752,Business Owner,684,25,Male,Single,South,Hyderabad,Pending,No,10926.62,508782.11
L01094,C2094,2025-04-16,Business,2438280,12.9,180,4090419,Self-Employed,830,52,Male,Single,South,Hyderabad,Approved,No,15293.43,4718071.8
L01095,C2095,2025-09-09,Personal,458318,12.0,60,2125678,Business Owner,763,26,Female,Single,North,Delhi,Approved,No,8555.27,274990.8
L01096,C2096,2025-07-11,Business,2367702,11.7,180,1700259,Salaried,813,41,Male,Single,North,Delhi,Approved,No,14692.91,4155317.01
L01097,C2097,2025-03-06,Auto,1082372,8.7,84,1937111,Business Owner,632,51,Female,Married,North,Lucknow,Rejected,No,14006.41,659164.55
L01098,C2098,2025-05-26,Home,2589256,8.2,240,2341361,Self-Employed,785,24,Male,Single,East,Bhubaneswar,Approved,No,11673.23,4246379.84
L01099,C2099,2025-09-18,Education,756720,7.9,96,2032952,Business Owner,702,59,Female,Married,South,Hyderabad,Pending,No,8505.22,478247.04
L01100,C2100,2025-05-30,Personal,437386,12.5,60,806283,Self-Employed,780,36,Male,Single,South,Bengaluru,Approved,No,8200.99,273366.25
L01101,C2101,2025-09-18,Personal,206180,13.6,60,4388132,Salaried,745,51,Female,Married,West,Pune,Approved,No,3903.67,140202.4
L01102,C2102,2025-05-11,Personal,529768,12.5,60,4869293,Self-Employed,752,25,Female,Married,West,Mumbai,Approved,No,9933.15,331105.0
L01103,C2103,2025-07-11,Business,3161730,11.9,180,4174087,Salaried,845,23,Male,Married,North,Delhi,Approved,No,19655.42,5643688.05
L01104,C2104,2025-08-21,Personal,542730,12.0,60,369395,Salaried,667,54,Male,Single,South,Bengaluru,Pending,No,10130.96,325638.0
L01105,C2105,2025-01-02,Business,2254851,12.6,180,3754105,Business Owner,747,32,Male,Single,South,Chennai,Approved,No,14105.35,4261668.39
L01106,C2106,2025-04-11,Auto,1171820,10.2,84,3241087,Salaried,628,48,Male,Married,West,Pune,Rejected,No,15373.16,836679.48
L01107,C2107,2025-04-20,Home,1673524,8.5,240,2003684,Self-Employed,678,39,Female,Single,West,Pune,Approved,No,7565.72,2844990.8
L01108,C2108,2025-03-07,Home,835352,7.9,240,2250755,Self-Employed,783,29,Female,Single,North,Jaipur,Approved,No,3755.6,1319856.16
L01109,C2109,2025-12-29,Auto,389121,9.0,84,868916,Business Owner,767,52,Female,Married,South,Chennai,Approved,No,5049.31,245146.23
L01110,C2110,2025-03-15,Auto,974492,9.1,84,3414114,Self-Employed,799,55,Female,Married,South,Chennai,Approved,No,12656.79,620751.4
L01111,C2111,2025-05-16,Education,386076,7.3,96,2445464,Business Owner,821,34,Male,Single,West,Mumbai,Approved,No,4315.2,225468.38
L01112,C2112,2025-08-18,Business,1781270,11.1,180,733000,Business Owner,609,31,Male,Married,North,Delhi,Rejected,No,10994.39,2965814.55
L01113,C2113,2025-06-23,Business,2139652,11.1,180,3112038,Self-Employed,799,51,Female,Married,North,Delhi,Approved,No,13206.41,3562520.58
L01114,C2114,2025-12-02,Education,212922,7.4,96,2341745,Self-Employed,634,31,Male,Married,North,Delhi,Rejected,No,2382.06,126049.82
L01115,C2115,2025-06-11,Business,3617392,11.5,180,3493331,Business Owner,744,38,Female,Married,North,Delhi,Approved,No,22407.73,6240001.2
L01116,C2116,2025-06-04,Business,2487936,10.7,180,1702439,Self-Employed,740,29,Male,Single,West,Mumbai,Approved,No,15300.81,3993137.28
L01117,C2117,2025-06-06,Education,482987,8.5,96,429157,Business Owner,636,49,Female,Married,South,Chennai,Rejected,No,5458.76,328431.16
L01118,C2118,2025-06-03,Home,1566012,7.7,240,2046878,Business Owner,772,56,Male,Married,West,Ahmedabad,Approved,No,7027.48,2411658.48
L01119,C2119,2025-03-29,Auto,338855,9.1,84,4830266,Self-Employed,689,55,Female,Single,East,Bhubaneswar,Approved,No,4401.08,215850.64
L01120,C2120,2025-05-13,Education,333066,8.0,96,4964087,Salaried,709,53,Male,Single,West,Pune,Pending,No,3746.99,213162.24
L01121,C2121,2025-07-21,Home,2022958,7.7,240,572873,Business Owner,725,29,Male,Single,North,Lucknow,Approved,No,9078.02,3115355.32
L01122,C2122,2025-04-06,Business,1634219,10.7,180,2556665,Salaried,730,21,Male,Married,South,Bengaluru,Approved,No,10050.45,2622921.49
L01123,C2123,2025-05-30,Education,201562,8.1,96,1544738,Business Owner,821,46,Female,Married,South,Chennai,Approved,No,2269.67,130612.18
L01124,C2124,2025-07-16,Home,2985619,7.7,240,328174,Business Owner,732,30,Male,Married,North,Lucknow,Approved,No,13397.97,4597853.26
L01125,C2125,2025-02-12,Education,246902,8.1,96,4762173,Business Owner,841,48,Female,Single,West,Mumbai,Approved,No,2780.22,159992.5
L01126,C2126,2025-02-19,Home,2960276,8.4,240,724985,Business Owner,605,26,Female,Married,West,Mumbai,Rejected,No,13370.58,4973263.68
L01127,C2127,2025-07-05,Auto,901181,9.0,84,3065942,Salaried,728,41,Male,Single,East,Patna,Approved,No,11693.9,567744.03
L01128,C2128,2025-02-18,Home,2373123,8.7,240,4045326,Salaried,682,56,Male,Single,West,Pune,Approved,No,10748.27,4129234.02
L01129,C2129,2025-07-20,Business,1138404,12.8,180,1068414,Salaried,776,23,Female,Married,North,Delhi,Approved,No,7134.0,2185735.68
L01130,C2130,2025-02-14,Auto,675926,8.9,84,1440374,Salaried,719,60,Male,Married,West,Pune,Pending,No,8762.9,421101.9
L01131,C2131,2025-01-17,Business,791266,10.1,180,1274717,Salaried,775,50,Male,Married,East,Kolkata,Approved,No,4839.91,1198767.99
L01132,C2132,2025-03-31,Education,788835,8.4,96,3725895,Salaried,606,29,Female,Married,North,Jaipur,Rejected,No,8907.26,530097.12
L01133,C2133,2025-06-09,Personal,112088,14.3,60,546332,Self-Employed,767,23,Female,Married,East,Kolkata,Pending,No,2135.28,80142.92
L01134,C2134,2025-11-17,Education,226375,8.0,96,2135117,Salaried,818,40,Female,Married,South,Bengaluru,Approved,No,2546.72,144880.0
L01135,C2135,2025-08-23,Auto,815028,10.0,84,4983647,Business Owner,846,32,Female,Single,East,Kolkata,Approved,No,10672.99,570519.6
L01136,C2136,2025-07-29,Education,619628,8.9,96,3809001,Business Owner,780,49,Female,Single,North,Lucknow,Approved,No,7028.91,441175.14
L01137,C2137,2025-09-05,Home,1052033,7.6,240,1639188,Self-Employed,748,30,Male,Married,West,Pune,Approved,No,4716.61,1599090.16
L01138,C2138,2025-05-10,Personal,674288,12.7,60,2880331,Business Owner,613,43,Male,Single,East,Bhubaneswar,Rejected,No,12665.38,428172.88
L01139,C2139,2025-10-07,Personal,396804,13.4,60,444216,Business Owner,848,26,Male,Single,East,Patna,Approved,No,7499.6,265858.68
L01140,C2140,2025-10-02,Education,501465,7.1,96,2258754,Salaried,678,46,Female,Single,South,Chennai,Pending,No,5594.47,284832.12
L01141,C2141,2025-01-16,Home,1562293,7.9,240,1145206,Salaried,611,46,Male,Single,North,Jaipur,Rejected,No,7023.81,2468422.94
L01142,C2142,2025-11-01,Personal,503754,11.8,60,4466380,Self-Employed,636,56,Male,Married,West,Mumbai,Rejected,No,9386.62,297214.86
L01143,C2143,2025-11-30,Home,2049122,7.7,240,410782,Business Owner,653,47,Male,Married,North,Jaipur,Rejected,No,9195.43,3155647.88
L01144,C2144,2025-04-16,Auto,403307,9.2,84,727219,Self-Employed,784,42,Male,Single,West,Mumbai,Approved,No,5242.99,259729.71
L01145,C2145,2025-08-28,Home,1498216,9.0,240,489866,Salaried,720,47,Male,Single,South,Hyderabad,Approved,No,6804.4,2696788.8
L01146,C2146,2025-04-27,Business,1148559,11.5,180,1231707,Salaried,799,49,Female,Married,North,Lucknow,Approved,No,7114.68,1981264.28
L01147,C2147,2025-03-11,Auto,668991,9.0,84,4888819,Salaried,603,46,Male,Married,North,Delhi,Rejected,No,8680.95,421464.33
L01148,C2148,2025-08-15,Business,3026920,11.4,180,619198,Business Owner,802,43,Male,Single,North,Jaipur,Approved,No,18733.27,5176033.2
L01149,C2149,2025-01-05,Business,875149,12.7,180,3359133,Salaried,778,33,Female,Married,North,Delhi,Approved,No,5479.41,1667158.84
L01150,C2150,2025-02-24,Auto,864336,9.5,84,2077389,Business Owner,779,48,Male,Married,East,Kolkata,Approved,No,11267.24,574783.44
L01151,C2151,2025-05-06,Home,2344766,9.0,240,1536146,Salaried,625,60,Female,Married,East,Kolkata,Rejected,No,10649.15,4220578.8
L01152,C2152,2025-10-27,Home,2166720,9.3,240,1084103,Self-Employed,600,28,Female,Single,East,Patna,Rejected,No,9867.6,4030099.2
L01153,C2153,2025-10-16,Auto,872531,8.7,84,2992337,Self-Employed,790,53,Male,Single,South,Hyderabad,Approved,No,11290.97,531371.38
L01154,C2154,2025-07-09,Personal,268586,12.7,60,3457308,Self-Employed,818,48,Female,Single,East,Bhubaneswar,Approved,No,5044.94,170552.11
L01155,C2155,2025-09-30,Auto,783071,9.2,84,842389,Business Owner,713,35,Female,Married,South,Chennai,Pending,No,10179.92,504297.72
L01156,C2156,2025-03-24,Education,394733,8.7,96,2967998,Business Owner,678,32,Female,Single,South,Chennai,Approved,No,4469.53,274734.17
L01157,C2157,2025-07-13,Business,1279874,11.3,180,3679154,Business Owner,637,34,Male,Single,West,Ahmedabad,Rejected,No,7913.89,2169386.43
L01158,C2158,2025-11-07,Personal,475531,14.3,60,3137507,Salaried,653,47,Male,Single,North,Lucknow,Rejected,No,9058.87,340004.67
L01159,C2159,2025-03-16,Personal,372323,13.4,60,1779456,Self-Employed,614,33,Female,Married,West,Ahmedabad,Rejected,No,7036.9,249456.41
L01160,C2160,2025-11-01,Education,529536,7.1,96,3899252,Self-Employed,843,52,Female,Single,East,Patna,Approved,No,5907.64,300776.45
L01161,C2161,2025-08-22,Education,752566,7.8,96,945708,Business Owner,750,34,Male,Married,East,Kolkata,Approved,No,8450.69,469601.18
L01162,C2162,2025-03-26,Personal,489013,11.4,60,4344528,Salaried,626,39,Male,Single,South,Chennai,Rejected,No,9079.34,278737.41
L01163,C2163,2025-01-16,Auto,693003,8.5,84,4934598,Salaried,703,47,Male,Married,North,Jaipur,Approved,No,8951.29,412336.78
L01164,C2164,2025-02-11,Education,772907,8.5,96,2553495,Self-Employed,726,33,Female,Married,East,Kolkata,Approved,No,8735.46,525576.76
L01165,C2165,2025-03-23,Home,1631665,7.9,240,575969,Business Owner,674,38,Female,Single,East,Patna,Pending,No,7335.69,2578030.7
L01166,C2166,2025-06-16,Home,936362,7.6,240,4829271,Salaried,656,59,Male,Married,South,Hyderabad,Rejected,No,4198.02,1423270.24
L01167,C2167,2025-01-31,Personal,506445,14.3,60,4437733,Salaried,646,48,Female,Single,South,Bengaluru,Rejected,No,9647.78,362108.17
L01168,C2168,2025-08-20,Auto,975829,9.0,84,1739866,Business Owner,716,21,Female,Single,West,Ahmedabad,Approved,No,12662.54,614772.27
L01169,C2169,2025-11-01,Education,246761,8.9,96,3348318,Salaried,792,31,Male,Married,North,Jaipur,Approved,No,2799.2,175693.83
L01170,C2170,2025-02-04,Personal,336108,11.7,60,573254,Salaried,671,30,Female,Single,East,Bhubaneswar,Approved,Yes,6257.21,196623.18
L01171,C2171,2025-11-16,Home,1989839,9.2,240,2197856,Salaried,686,36,Male,Married,East,Kolkata,Approved,No,9053.77,3661303.76
L01172,C2172,2025-05-18,Education,763508,8.3,96,1669116,Self-Employed,751,26,Male,Married,East,Kolkata,Approved,No,8613.32,506969.31
L01173,C2173,2025-03-23,Business,736734,11.2,180,3595228,Salaried,680,21,Female,Married,West,Pune,Pending,No,4551.38,1237713.12
L01174,C2174,2025-07-25,Home,2679621,7.9,240,2004141,Salaried,830,48,Female,Single,East,Patna,Approved,No,12047.13,4233801.18
L01175,C2175,2025-06-11,Business,931533,12.4,180,3644049,Salaried,664,38,Male,Married,East,Kolkata,Pending,No,5816.91,1732651.38
L01176,C2176,2025-05-02,Home,1765829,7.7,240,826759,Business Owner,690,24,Female,Single,South,Hyderabad,Pending,No,7924.16,2719376.66
L01177,C2177,2025-12-25,Personal,237669,12.0,60,2488825,Business Owner,719,28,Male,Married,West,Ahmedabad,Pending,No,4436.49,142601.4
L01178,C2178,2025-08-09,Education,600769,8.2,96,4432548,Self-Employed,610,27,Female,Married,East,Patna,Rejected,No,6771.17,394104.46
L01179,C2179,2025-10-05,Education,260114,8.5,96,4854189,Salaried,770,41,Female,Single,South,Bengaluru,Approved,No,2939.83,176877.52
L01180,C2180,2025-07-11,Personal,231417,14.4,60,450906,Salaried,789,58,Female,Married,South,Bengaluru,Pending,No,4412.35,166620.24
L01181,C2181,2025-10-29,Personal,525443,12.6,60,3239058,Self-Employed,602,32,Male,Married,South,Chennai,Rejected,No,9860.81,331029.09
L01182,C2182,2025-08-16,Personal,112000,14.3,60,2594510,Salaried,622,29,Female,Single,South,Chennai,Rejected,No,2133.6,80080.0
L01183,C2183,2025-01-26,Auto,503639,8.6,84,741370,Business Owner,846,26,Male,Married,North,Jaipur,Approved,No,6511.33,303190.68
L01184,C2184,2025-01-11,Business,1749393,11.8,180,1790123,Business Owner,634,30,Female,Single,East,Kolkata,Rejected,No,10865.67,3096425.61
L01185,C2185,2025-01-06,Education,638289,7.6,96,2657086,Salaried,702,57,Female,Married,North,Jaipur,Pending,No,7154.16,388079.71
L01186,C2186,2025-02-28,Personal,253735,11.8,60,2576474,Salaried,708,60,Female,Single,West,Mumbai,Pending,No,4727.93,149703.65
L01187,C2187,2025-08-26,Auto,403957,8.7,84,1451058,Self-Employed,840,45,Female,Single,North,Jaipur,Approved,No,5227.4,246009.81
L01188,C2188,2025-02-21,Education,388807,7.9,96,2048422,Business Owner,802,56,Female,Married,West,Mumbai,Approved,No,4370.03,245726.02
L01189,C2189,2025-09-12,Business,3424827,10.7,180,1883648,Salaried,644,35,Female,Single,North,Jaipur,Rejected,No,21062.69,5496847.33
L01190,C2190,2025-04-26,Personal,697974,13.1,60,4502551,Self-Employed,810,29,Female,Married,West,Pune,Approved,No,13156.81,457172.97
L01191,C2191,2025-06-22,Education,479152,7.7,96,1750865,Business Owner,650,41,Female,Single,East,Patna,Rejected,No,5375.49,295157.63
L01192,C2192,2025-09-08,Education,216780,7.5,96,2636454,Business Owner,660,47,Male,Single,South,Chennai,Pending,No,2427.48,130068.0
L01193,C2193,2025-08-01,Business,1390361,10.2,180,4683469,Self-Employed,667,47,Female,Married,South,Bengaluru,Pending,No,8512.1,2127252.33
L01194,C2194,2025-03-18,Education,511358,8.1,96,4942697,Self-Employed,836,51,Male,Married,West,Mumbai,Approved,No,5758.1,331359.98
L01195,C2195,2025-06-22,Auto,1182122,9.2,84,3106169,Salaried,610,35,Male,Single,North,Lucknow,Rejected,No,15367.59,761286.57
L01196,C2196,2025-03-11,Business,613454,10.1,180,4571446,Salaried,662,32,Female,Single,East,Bhubaneswar,Approved,No,3752.29,929382.81
L01197,C2197,2025-01-24,Auto,836766,8.9,84,981845,Self-Employed,757,51,Male,Single,West,Ahmedabad,Approved,No,10848.07,521305.22
L01198,C2198,2025-12-10,Personal,125239,11.1,60,4620445,Business Owner,777,40,Male,Married,South,Bengaluru,Approved,No,2319.01,69507.64
L01199,C2199,2025-07-25,Education,281526,7.8,96,792266,Salaried,667,57,Male,Single,North,Lucknow,Approved,No,3161.3,175672.22
